"location","variable","estimate","year","trait1","trait2","trait3","trait4","trait5","trait6"
"Washington","S0802_C01_075",9.6,2021,"Estimate","Total","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","6:30 a.m. to 6:59 a.m.",NA
"Washington","S0802_C01_076",12.3,2021,"Estimate","Total","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","7:00 a.m. to 7:29 a.m.",NA
"Washington","S0802_C01_077",11.1,2021,"Estimate","Total","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","7:30 a.m. to 7:59 a.m.",NA
"Washington","S0802_C01_078",9.6,2021,"Estimate","Total","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","8:00 a.m. to 8:29 a.m.",NA
"Washington","S0802_C01_079",4.7,2021,"Estimate","Total","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","8:30 a.m. to 8:59 a.m.",NA
"Washington","S0802_C01_080",25.6,2021,"Estimate","Total","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","9:00 a.m. to 11:59 p.m.",NA
"Washington","S0802_C01_081",13.1,2021,"Estimate","Total","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","Less than 10 minutes",NA
"Washington","S0802_C01_082",13.2,2021,"Estimate","Total","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","10 to 14 minutes",NA
"Washington","S0802_C01_083",15.9,2021,"Estimate","Total","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","15 to 19 minutes",NA
"Washington","S0802_C01_084",14.3,2021,"Estimate","Total","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","20 to 24 minutes",NA
"Washington","S0802_C01_085",6.9,2021,"Estimate","Total","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","25 to 29 minutes",NA
"Washington","S0802_C01_086",13.6,2021,"Estimate","Total","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","30 to 34 minutes",NA
"Washington","S0802_C01_087",6.9,2021,"Estimate","Total","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","35 to 44 minutes",NA
"Washington","S0802_C01_088",8,2021,"Estimate","Total","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","45 to 59 minutes",NA
"Washington","S0802_C01_089",8.1,2021,"Estimate","Total","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","60 or more minutes",NA
"Washington","S0802_C01_090",26,2021,"Estimate","Total","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","Mean travel time to work (minutes)",NA
"Washington","S0802_C01_091",3630738,2021,"Estimate","Total","Workers 16 years and over in households",NA,NA,NA
"Washington","S0802_C01_092",65.9,2021,"Estimate","Total","Workers 16 years and over in households","HOUSING TENURE","Owner-occupied housing units",NA
"Washington","S0802_C01_093",34.1,2021,"Estimate","Total","Workers 16 years and over in households","HOUSING TENURE","Renter-occupied housing units",NA
"Washington","S0802_C01_094",3.2,2021,"Estimate","Total","Workers 16 years and over in households","VEHICLES AVAILABLE","No vehicle available",NA
"Washington","S0802_C01_095",19.9,2021,"Estimate","Total","Workers 16 years and over in households","VEHICLES AVAILABLE","1 vehicle available",NA
"Washington","S0802_C01_096",38.2,2021,"Estimate","Total","Workers 16 years and over in households","VEHICLES AVAILABLE","2 vehicles available",NA
"Washington","S0802_C01_097",38.6,2021,"Estimate","Total","Workers 16 years and over in households","VEHICLES AVAILABLE","3 or more vehicles available",NA
"Washington","S0802_C01_098",12.6,2021,"Estimate","Total","PERCENT ALLOCATED","Means of transportation to work",NA,NA
"Washington","S0802_C01_099",26.9,2021,"Estimate","Total","PERCENT ALLOCATED","Time of departure to go to work",NA,NA
"Washington","S0802_C01_100",18.8,2021,"Estimate","Total","PERCENT ALLOCATED","Travel time to work",NA,NA
"Washington","S0802_C01_101",1.7,2021,"Estimate","Total","PERCENT ALLOCATED","Vehicles available",NA,NA
"Washington","S0802_C02_001",2273416,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over",NA,NA,NA
"Washington","S0802_C02_002",3.6,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","AGE","16 to 19 years",NA
"Washington","S0802_C02_003",9.5,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","AGE","20 to 24 years",NA
"Washington","S0802_C02_004",45.5,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","AGE","25 to 44 years",NA
"Washington","S0802_C02_005",19.3,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","AGE","45 to 54 years",NA
"Washington","S0802_C02_006",9.1,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","AGE","55 to 59 years",NA
"Washington","S0802_C02_007",13.1,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","AGE","60 years and over",NA
"Washington","S0802_C02_008",41.2,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","AGE","Median age (years)",NA
"Washington","S0802_C02_009",55.4,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","SEX","Male",NA
"Washington","S0802_C02_010",44.6,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","SEX","Female",NA
"Washington","S0802_C02_011",89,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race",NA
"Washington","S0802_C02_012",68.7,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","White"
"Washington","S0802_C02_013",3.9,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","Black or African American"
"Washington","S0802_C02_014",1.2,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","American Indian and Alaska Native"
"Washington","S0802_C02_015",7.9,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","Asian"
"Washington","S0802_C02_016",0.8,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","Native Hawaiian and Other Pacific Islander"
"Washington","S0802_C02_017",6.5,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","Some other race"
"Washington","S0802_C02_018",11,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","Two or more races",NA
"Washington","S0802_C02_019",14.4,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","Hispanic or Latino origin (of any race)",NA
"Washington","S0802_C02_020",66.4,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","White alone, not Hispanic or Latino",NA
"Washington","S0802_C02_021",83.5,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","NATIVITY AND CITIZENSHIP STATUS","Native",NA
"Washington","S0802_C02_022",16.5,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","NATIVITY AND CITIZENSHIP STATUS","Foreign born",NA
"Washington","S0802_C02_023",8.8,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","NATIVITY AND CITIZENSHIP STATUS","Foreign born","Naturalized U.S. citizen"
"Washington","S0802_C02_024",7.7,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","NATIVITY AND CITIZENSHIP STATUS","Foreign born","Not a U.S. citizen"
"Washington","S0802_C02_025",21,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH","Speak language other than English",NA
"Washington","S0802_C02_026",12.7,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH","Speak language other than English","Speak English ""very well"""
"Washington","S0802_C02_027",8.3,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH","Speak language other than English","Speak English less than ""very well"""
"Washington","S0802_C02_028",2273246,2021,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings",NA,NA
"Washington","S0802_C02_029",9.1,2021,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$1 to $9,999 or loss",NA
"Washington","S0802_C02_030",4.3,2021,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$10,000 to $14,999",NA
"Washington","S0802_C02_031",9.8,2021,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$15,000 to $24,999",NA
"Washington","S0802_C02_032",11.9,2021,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$25,000 to $34,999",NA
"Washington","S0802_C02_033",17,2021,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$35,000 to $49,999",NA
"Washington","S0802_C02_034",14,2021,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$50,000 to $64,999",NA
"Washington","S0802_C02_035",6.6,2021,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$65,000 to $74,999",NA
"Washington","S0802_C02_036",27.3,2021,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$75,000 or more",NA
"Washington","S0802_C02_037",47037,2021,"Estimate","Car, truck, or van -- drove alone","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","Median earnings (dollars)",NA
"Washington","S0802_C02_038",2263410,2021,"Estimate","Car, truck, or van -- drove alone","POVERTY STATUS IN THE PAST 12 MONTHS","Workers 16 years and over for whom poverty status is determined",NA,NA
"Washington","S0802_C02_039",4,2021,"Estimate","Car, truck, or van -- drove alone","POVERTY STATUS IN THE PAST 12 MONTHS","Workers 16 years and over for whom poverty status is determined","Below 100 percent of the poverty level",NA
"Washington","S0802_C02_040",4.5,2021,"Estimate","Car, truck, or van -- drove alone","POVERTY STATUS IN THE PAST 12 MONTHS","Workers 16 years and over for whom poverty status is determined","100 to 149 percent of the poverty level",NA
"Washington","S0802_C02_041",91.5,2021,"Estimate","Car, truck, or van -- drove alone","POVERTY STATUS IN THE PAST 12 MONTHS","Workers 16 years and over for whom poverty status is determined","At or above 150 percent of the poverty level",NA
"Washington","S0802_C02_042",2273416,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over",NA,NA,NA
"Washington","S0802_C02_043",37.4,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","OCCUPATION","Management, business, science, and arts occupations",NA
"Washington","S0802_C02_044",16.8,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","OCCUPATION","Service occupations",NA
"Washington","S0802_C02_045",18.7,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","OCCUPATION","Sales and office occupations",NA
"Washington","S0802_C02_046",11.5,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","OCCUPATION","Natural resources, construction, and maintenance occupations",NA
"Washington","S0802_C02_047",14.6,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","OCCUPATION","Production, transportation, and material moving occupations",NA
"Washington","S0802_C02_048",1.1,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","OCCUPATION","Military specific occupations",NA
"Washington","S0802_C02_049",2.6,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Agriculture, forestry, fishing and hunting, and mining",NA
"Washington","S0802_C02_050",8.6,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Construction",NA
"Washington","S0802_C02_051",10.2,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Manufacturing",NA
"Washington","S0802_C02_052",2.4,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Wholesale trade",NA
"Washington","S0802_C02_053",12.3,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Retail trade",NA
"Washington","S0802_C02_054",6.8,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Transportation and warehousing, and utilities",NA
"Washington","S0802_C02_055",5.5,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Information and finance and insurance, and real estate and rental and leasing",NA
"Washington","S0802_C02_056",9.3,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Professional, scientific, management, and administrative and waste management services",NA
"Washington","S0802_C02_057",22.8,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Educational services, and health care and social assistance",NA
"Washington","S0802_C02_058",8.3,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Arts, entertainment, and recreation, and accommodation and food services",NA
"Washington","S0802_C02_059",4.2,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Other services (except public administration)",NA
"Washington","S0802_C02_060",5,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Public administration",NA
"Washington","S0802_C02_061",2.1,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","INDUSTRY","Armed forces",NA
"Washington","S0802_C02_062",76.9,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","CLASS OF WORKER","Private wage and salary workers",NA
"Washington","S0802_C02_063",18.4,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","CLASS OF WORKER","Government workers",NA
"Washington","S0802_C02_064",4.6,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","CLASS OF WORKER","Self-employed workers in own not incorporated business",NA
"Washington","S0802_C02_065",0.1,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","CLASS OF WORKER","Unpaid family workers",NA
"Washington","S0802_C02_066",96.7,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","PLACE OF WORK","Worked in state of residence",NA
"Washington","S0802_C02_067",78.6,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","PLACE OF WORK","Worked in state of residence","Worked in county of residence"
"Washington","S0802_C02_068",18.1,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","PLACE OF WORK","Worked in state of residence","Worked outside county of residence"
"Washington","S0802_C02_069",3.3,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over","PLACE OF WORK","Worked outside state of residence",NA
"Washington","S0802_C02_070",2273416,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home",NA,NA,NA
"Washington","S0802_C02_071",7.9,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","12:00 a.m. to 4:59 a.m.",NA
"Washington","S0802_C02_072",5,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","5:00 a.m. to 5:29 a.m.",NA
"Washington","S0802_C02_073",5.4,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","5:30 a.m. to 5:59 a.m.",NA
"Washington","S0802_C02_074",8.7,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","6:00 a.m. to 6:29 a.m.",NA
"Washington","S0802_C02_075",9.8,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","6:30 a.m. to 6:59 a.m.",NA
"Washington","S0802_C02_076",12.6,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","7:00 a.m. to 7:29 a.m.",NA
"Washington","S0802_C02_077",11.4,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","7:30 a.m. to 7:59 a.m.",NA
"Washington","S0802_C02_078",9.6,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","8:00 a.m. to 8:29 a.m.",NA
"Washington","S0802_C02_079",4.6,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","8:30 a.m. to 8:59 a.m.",NA
"Washington","S0802_C02_080",25,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TIME OF DEPARTURE TO GO TO WORK","9:00 a.m. to 11:59 p.m.",NA
"Washington","S0802_C02_081",12.1,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","Less than 10 minutes",NA
"Washington","S0802_C02_082",13.4,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","10 to 14 minutes",NA
"Washington","S0802_C02_083",16.4,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","15 to 19 minutes",NA
"Washington","S0802_C02_084",14.9,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","20 to 24 minutes",NA
"Washington","S0802_C02_085",7.4,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","25 to 29 minutes",NA
"Washington","S0802_C02_086",13.9,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","30 to 34 minutes",NA
"Washington","S0802_C02_087",7,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","35 to 44 minutes",NA
"Washington","S0802_C02_088",7.9,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","45 to 59 minutes",NA
"Washington","S0802_C02_089",7,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","60 or more minutes",NA
"Washington","S0802_C02_090",25.4,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over who did not work from home","TRAVEL TIME TO WORK","Mean travel time to work (minutes)",NA
"Washington","S0802_C02_091",2261449,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over in households",NA,NA,NA
"Washington","S0802_C02_092",66.6,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over in households","HOUSING TENURE","Owner-occupied housing units",NA
"Washington","S0802_C02_093",33.4,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over in households","HOUSING TENURE","Renter-occupied housing units",NA
"Washington","S0802_C02_094",1.6,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over in households","VEHICLES AVAILABLE","No vehicle available",NA
"Washington","S0802_C02_095",16.6,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over in households","VEHICLES AVAILABLE","1 vehicle available",NA
"Washington","S0802_C02_096",38.4,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over in households","VEHICLES AVAILABLE","2 vehicles available",NA
"Washington","S0802_C02_097",43.4,2021,"Estimate","Car, truck, or van -- drove alone","Workers 16 years and over in households","VEHICLES AVAILABLE","3 or more vehicles available",NA
"Washington","S0802_C02_098",NA,2021,"Estimate","Car, truck, or van -- drove alone","PERCENT ALLOCATED","Means of transportation to work",NA,NA
"Washington","S0802_C02_099",NA,2021,"Estimate","Car, truck, or van -- drove alone","PERCENT ALLOCATED","Time of departure to go to work",NA,NA
"Washington","S0802_C02_100",NA,2021,"Estimate","Car, truck, or van -- drove alone","PERCENT ALLOCATED","Travel time to work",NA,NA
"Washington","S0802_C02_101",NA,2021,"Estimate","Car, truck, or van -- drove alone","PERCENT ALLOCATED","Vehicles available",NA,NA
"Washington","S0802_C03_001",259225,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over",NA,NA,NA
"Washington","S0802_C03_002",6,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","AGE","16 to 19 years",NA
"Washington","S0802_C03_003",13.3,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","AGE","20 to 24 years",NA
"Washington","S0802_C03_004",46.9,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","AGE","25 to 44 years",NA
"Washington","S0802_C03_005",17.8,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","AGE","45 to 54 years",NA
"Washington","S0802_C03_006",7.4,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","AGE","55 to 59 years",NA
"Washington","S0802_C03_007",8.6,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","AGE","60 years and over",NA
"Washington","S0802_C03_008",37.4,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","AGE","Median age (years)",NA
"Washington","S0802_C03_009",53.6,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","SEX","Male",NA
"Washington","S0802_C03_010",46.4,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","SEX","Female",NA
"Washington","S0802_C03_011",86.6,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race",NA
"Washington","S0802_C03_012",54.8,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","White"
"Washington","S0802_C03_013",3.8,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","Black or African American"
"Washington","S0802_C03_014",1.8,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","American Indian and Alaska Native"
"Washington","S0802_C03_015",13.6,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","Asian"
"Washington","S0802_C03_016",1.2,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","Native Hawaiian and Other Pacific Islander"
"Washington","S0802_C03_017",11.3,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","One race","Some other race"
"Washington","S0802_C03_018",13.4,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","Two or more races",NA
"Washington","S0802_C03_019",22.1,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","Hispanic or Latino origin (of any race)",NA
"Washington","S0802_C03_020",52.7,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","RACE AND HISPANIC OR LATINO ORIGIN","White alone, not Hispanic or Latino",NA
"Washington","S0802_C03_021",70.2,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","NATIVITY AND CITIZENSHIP STATUS","Native",NA
"Washington","S0802_C03_022",29.8,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","NATIVITY AND CITIZENSHIP STATUS","Foreign born",NA
"Washington","S0802_C03_023",12.2,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","NATIVITY AND CITIZENSHIP STATUS","Foreign born","Naturalized U.S. citizen"
"Washington","S0802_C03_024",17.6,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","NATIVITY AND CITIZENSHIP STATUS","Foreign born","Not a U.S. citizen"
"Washington","S0802_C03_025",35.3,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH","Speak language other than English",NA
"Washington","S0802_C03_026",16.2,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH","Speak language other than English","Speak English ""very well"""
"Washington","S0802_C03_027",19.1,2021,"Estimate","Car, truck, or van -- carpooled","Workers 16 years and over","LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH","Speak language other than English","Speak English less than ""very well"""
"Washington","S0802_C03_028",259225,2021,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings",NA,NA
"Washington","S0802_C03_029",12,2021,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$1 to $9,999 or loss",NA
"Washington","S0802_C03_030",5.7,2021,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$10,000 to $14,999",NA
"Washington","S0802_C03_031",12,2021,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$15,000 to $24,999",NA
"Washington","S0802_C03_032",15.5,2021,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$25,000 to $34,999",NA
"Washington","S0802_C03_033",17,2021,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$35,000 to $49,999",NA
"Washington","S0802_C03_034",12.4,2021,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$50,000 to $64,999",NA
"Washington","S0802_C03_035",5.2,2021,"Estimate","Car, truck, or van -- carpooled","EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS) FOR WORKERS","Workers 16 years and over with earnings","$65,000 to $74,999",NA
